,ID,PurchaseCount,Days_Since_Last_Purchase,Total_Transactions_Unique,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,Spender_Category_Num,Frequency_Category_Num
190,292.0,2,86,2,2,21.9,10.95,2,6.0,2,5,21.9,0.0,0.0,2,2
191,293.0,1,31,1,1,39.35,39.35,1,0.0,1,16,39.35,0.0,0.0,2,2
192,295.0,1,71,1,1,14.99,14.99,1,0.0,3,1,14.99,0.0,0.0,2,2
193,296.0,2,8,2,2,28.41,14.204999999999998,2,100.0,1,9,14.204999999999998,8.152941187080893,11.53,1,2
194,300.0,1,64,1,1,11.75,11.75,1,0.0,3,15,11.75,0.0,0.0,1,2
195,301.0,1,107,1,1,57.0,57.0,1,0.0,2,11,57.0,0.0,0.0,2,2
196,302.0,1,8,1,1,20.99,20.99,1,0.0,3,8,20.99,0.0,0.0,2,2
197,304.0,1,79,1,1,22.0,22.0,1,0.0,2,23,22.0,0.0,0.0,2,2
198,305.0,1,52,1,1,39.99,39.99,1,0.0,1,16,39.99,0.0,0.0,2,2
199,308.0,1,100,1,1,20.97,20.97,1,0.0,2,22,20.97,0.0,0.0,3,2
200,309.0,3,8,3,3,24.96,8.32,2,63.0,3,5,12.48,0.7212489168102781,-1.0199999999999996,2,2
201,310.0,1,121,1,1,35.19,35.19,1,0.0,2,14,35.19,0.0,0.0,2,2
202,312.0,1,92,1,1,9.99,9.99,1,0.0,3,11,9.99,0.0,0.0,1,2
203,313.0,1,99,1,1,10.53,10.53,1,0.0,3,4,10.53,0.0,0.0,2,2
204,314.0,1,16,1,1,9.57,9.57,1,0.0,2,7,9.57,0.0,0.0,2,2
205,316.0,2,30,2,2,61.58,30.79,2,70.0,2,21,30.79,18.370634175226503,-25.98,2,2
206,317.0,2,108,2,2,20.22,10.11,2,6.0,1,10,20.22,0.0,0.0,2,2
207,318.0,1,2,1,1,8.96,8.96,1,0.0,2,19,8.96,0.0,0.0,1,2
208,324.0,2,107,1,1,40.22,40.22,1,0.0,2,7,40.22,0.0,0.0,3,2
209,327.0,2,8,1,1,28.95,28.95,1,0.0,3,20,28.95,0.0,0.0,3,2
210,328.0,2,72,2,2,9.75,4.875,2,50.0,1,3,4.875,2.6940768363207463,3.81,2,2
211,332.0,1,79,1,1,14.72,14.72,1,0.0,2,10,14.72,0.0,0.0,2,2
212,333.0,1,23,1,1,9.99,9.99,1,0.0,2,5,9.99,0.0,0.0,2,2
213,336.0,1,16,1,1,54.16,54.16,1,0.0,2,5,54.16,0.0,0.0,2,2
214,337.0,2,107,2,2,29.24,14.62,2,8.0,1,7,29.24,0.0,0.0,2,2
215,340.0,1,85,1,1,10.89,10.89,1,0.0,3,2,10.89,0.0,0.0,2,2
216,341.0,1,114,1,1,4.98,4.98,1,0.0,2,4,4.98,0.0,0.0,2,2
217,342.0,2,100,1,1,196.11,196.11,1,0.0,2,16,196.11,0.0,0.0,2,2
218,343.0,1,52,1,1,7.99,7.99,1,0.0,1,17,7.99,0.0,0.0,1,2
219,344.0,3,121,1,1,6.0,6.0,1,0.0,2,3,6.0,0.0,0.0,2,2
220,347.0,1,85,1,1,4.97,4.97,1,0.0,3,4,4.97,0.0,0.0,1,2
221,348.0,1,121,1,1,28.99,28.99,1,0.0,2,1,28.99,0.0,0.0,2,2
222,351.0,2,80,2,2,33.81,16.905,2,26.0,1,3,16.905,12.72085099354599,-17.99,2,2
223,355.0,2,114,1,1,7.99,7.99,1,0.0,2,4,7.99,0.0,0.0,1,2
224,357.0,1,43,1,1,6.97,6.97,1,0.0,3,7,6.97,0.0,0.0,2,2
225,359.0,3,43,2,2,54.69,27.345,2,56.0,3,7,27.345,3.740594872476836,5.289999999999999,2,2
226,363.0,1,92,1,1,8.99,8.99,1,0.0,3,6,8.99,0.0,0.0,2,2
227,365.0,1,51,1,1,5.23,5.23,1,0.0,2,20,5.23,0.0,0.0,2,2
228,367.0,3,3,2,2,46.790000000000006,23.395000000000003,2,75.0,1,7,23.395000000000003,9.934850275670994,-14.05,2,2
229,369.0,1,30,1,1,0.98,0.98,1,0.0,2,20,0.98,0.0,0.0,1,2
230,372.0,1,107,1,1,38.0,38.0,1,0.0,2,1,38.0,0.0,0.0,2,2
231,373.0,3,7,2,2,42.66,21.33,2,85.0,3,0,21.33,27.36503243191939,38.7,2,2
232,375.0,1,114,1,1,114.95,114.95,1,0.0,2,6,114.95,0.0,0.0,2,2
233,378.0,2,42,2,2,43.58,21.79,2,66.0,1,9,21.79,0.212132034355966,0.3000000000000007,2,2
234,386.0,1,86,1,1,19.99,19.99,1,0.0,2,14,19.99,0.0,0.0,2,2
235,387.0,1,51,1,1,17.95,17.95,1,0.0,2,0,17.95,0.0,0.0,2,2
236,389.0,2,73,1,1,7.02,7.02,1,0.0,1,15,7.02,0.0,0.0,1,2
237,390.0,1,2,1,1,10.17,10.17,1,0.0,2,11,10.17,0.0,0.0,2,2
238,391.0,1,51,1,1,12.5,12.5,1,0.0,2,0,12.5,0.0,0.0,2,2
239,392.0,1,43,1,1,57.95,57.95,1,0.0,3,3,57.95,0.0,0.0,2,2
240,395.0,1,59,1,1,26.99,26.99,1,0.0,1,15,26.99,0.0,0.0,2,2
241,398.0,2,45,2,2,46.81,23.405,2,48.0,1,0,23.405,15.945257915756644,-22.55,2,2
242,400.0,1,73,1,1,71.79,71.79,1,0.0,1,16,71.79,0.0,0.0,2,2
243,401.0,1,93,1,1,5.17,5.17,1,0.0,2,0,5.17,0.0,0.0,1,2
244,402.0,1,79,1,1,14.5,14.5,1,0.0,2,23,14.5,0.0,0.0,2,2
245,404.0,3,79,1,1,15.99,15.99,1,0.0,2,14,15.99,0.0,0.0,2,2
246,405.0,1,6,1,1,22.19,22.19,1,0.0,5,7,22.19,0.0,0.0,3,2
247,406.0,1,7,1,1,17.18,17.18,1,0.0,4,5,17.18,0.0,0.0,2,2
248,407.0,2,7,2,2,15.45,7.725,2,2.0,2,7,15.45,0.0,0.0,2,2
249,411.0,1,22,1,1,5.39,5.39,1,0.0,3,11,5.39,0.0,0.0,2,2
250,414.0,1,93,1,1,48.18,48.18,1,0.0,2,8,48.18,0.0,0.0,2,2
251,415.0,2,86,1,1,48.99,48.99,1,0.0,2,11,48.99,0.0,0.0,2,2
252,417.0,2,93,2,2,28.44,14.22,2,29.0,1,2,14.22,7.467047609329943,10.56,2,2
253,419.0,2,1,2,2,32.52,16.26,2,119.0,3,0,16.26,10.2813325984524,14.54,2,2
254,423.0,1,64,1,1,14.69,14.69,1,0.0,3,15,14.69,0.0,0.0,2,2
255,425.0,1,0,1,1,40.5,40.5,1,0.0,4,0,40.5,0.0,0.0,2,2
256,427.0,1,99,1,1,87.34,87.34,1,0.0,3,2,87.34,0.0,0.0,2,2
257,428.0,1,92,1,1,24.76,24.76,1,0.0,3,5,24.76,0.0,0.0,2,2
258,429.0,2,2,1,1,16.48,16.48,1,0.0,2,16,16.48,0.0,0.0,2,2
259,430.0,1,114,1,1,16.92,16.92,1,0.0,2,4,16.92,0.0,0.0,2,2
260,435.0,1,51,1,1,4.97,4.97,1,0.0,2,19,4.97,0.0,0.0,1,2
261,436.0,1,93,1,1,19.34,19.34,1,0.0,2,11,19.34,0.0,0.0,2,2
262,437.0,2,114,2,2,136.79,68.395,2,7.0,2,5,136.79,0.0,0.0,3,2
263,438.0,2,107,2,2,56.69,28.345,2,0.0,2,1,56.69,0.0,0.0,2,2
264,439.0,1,92,1,1,10.99,10.99,1,0.0,3,13,10.99,0.0,0.0,2,2
265,441.0,1,43,1,1,25.53,25.53,1,0.0,3,1,25.53,0.0,0.0,2,2
266,446.0,1,128,1,1,11.97,11.97,1,0.0,2,6,11.97,0.0,0.0,2,2
267,447.0,1,92,1,1,18.24,18.24,1,0.0,3,10,18.24,0.0,0.0,2,2
268,448.0,1,79,1,1,15.93,15.93,1,0.0,2,4,15.93,0.0,0.0,2,2
269,449.0,1,122,1,1,15.99,15.99,1,0.0,1,21,15.99,0.0,0.0,2,2
270,454.0,1,114,1,1,10.99,10.99,1,0.0,2,4,10.99,0.0,0.0,2,2
271,461.0,1,7,1,1,32.97,32.97,1,0.0,4,11,32.97,0.0,0.0,2,2
272,464.0,1,37,1,1,14.01,14.01,1,0.0,2,17,14.01,0.0,0.0,2,2
273,465.0,1,92,1,1,11.33,11.33,1,0.0,3,7,11.33,0.0,0.0,2,2
274,467.0,1,122,1,1,25.79,25.79,1,0.0,1,20,25.79,0.0,0.0,2,2
275,468.0,1,114,1,1,22.94,22.94,1,0.0,2,9,22.94,0.0,0.0,3,2
276,469.0,2,79,2,2,38.32,19.16,2,7.0,2,3,38.32,0.0,0.0,2,2
277,471.0,1,15,1,1,10.99,10.99,1,0.0,3,15,10.99,0.0,0.0,2,2
278,473.0,1,79,1,1,8.97,8.97,1,0.0,2,15,8.97,0.0,0.0,1,2
279,475.0,1,51,1,1,6.97,6.97,1,0.0,2,9,6.97,0.0,0.0,2,2
280,476.0,1,128,1,1,18.33,18.33,1,0.0,2,6,18.33,0.0,0.0,1,2
281,477.0,2,44,2,2,23.09,11.545,2,64.0,1,1,11.545,7.926667017101196,-11.209999999999996,2,2
282,483.0,1,121,1,1,7.98,7.98,1,0.0,2,14,7.98,0.0,0.0,2,2
283,485.0,2,15,2,2,66.94,33.47,2,71.0,2,12,33.47,16.235171696043132,-22.960000000000004,2,2
284,486.0,1,1,1,1,7.49,7.49,1,0.0,3,22,7.49,0.0,0.0,2,2
285,490.0,2,9,2,2,13.94,6.970000000000001,2,112.0,2,13,6.970000000000001,2.828427124746191,-4.000000000000001,1,2
286,493.0,2,8,2,2,66.9,33.45,2,58.0,1,5,33.45,16.263455967290597,23.000000000000004,2,2
287,495.0,1,115,1,1,49.97,49.97,1,0.0,1,21,49.97,0.0,0.0,2,2
288,497.0,2,99,1,1,86.49,86.49,1,0.0,3,0,86.49,0.0,0.0,2,2
289,501.0,2,58,2,2,35.83,17.915,2,70.0,2,8,17.915,2.877924599429248,4.069999999999999,2,2
290,502.0,1,64,1,1,32.71,32.71,1,0.0,3,19,32.71,0.0,0.0,2,2
291,505.0,1,6,1,1,15.95,15.95,1,0.0,5,0,15.95,0.0,0.0,2,2
292,506.0,1,86,1,1,11.96,11.96,1,0.0,2,10,11.96,0.0,0.0,2,2
293,507.0,1,106,1,1,24.19,24.19,1,0.0,3,3,24.19,0.0,0.0,1,2
294,509.0,1,1,1,1,20.78,20.78,1,0.0,3,0,20.78,0.0,0.0,3,2
295,511.0,1,65,1,1,12.88,12.88,1,0.0,2,12,12.88,0.0,0.0,2,2
296,512.0,1,7,1,1,20.13,20.13,1,0.0,4,18,20.13,0.0,0.0,3,2
297,513.0,2,8,2,2,188.64,94.32,2,78.0,2,15,94.32,110.77534834068454,-156.66000000000005,2,2
298,514.0,1,51,1,1,11.98,11.98,1,0.0,2,5,11.98,0.0,0.0,2,2
299,516.0,1,107,1,1,44.0,44.0,1,0.0,2,12,44.0,0.0,0.0,2,2
300,525.0,1,37,1,1,17.99,17.99,1,0.0,2,8,17.99,0.0,0.0,2,2
301,527.0,2,44,2,2,18.58,9.29,2,42.0,2,14,9.29,0.4242640687119276,-0.5999999999999996,2,2
302,531.0,1,121,1,1,12.79,12.79,1,0.0,2,16,12.79,0.0,0.0,2,2
303,532.0,1,94,1,1,23.53,23.53,1,0.0,1,20,23.53,0.0,0.0,3,2
304,538.0,3,30,3,3,94.78,31.593333333333334,3,42.0,2,6,31.593333333333334,33.34225597246433,-30.019999999999992,2,2
305,544.0,3,64,3,3,137.64,45.88,3,28.0,2,0,45.88,67.45423114972107,-1.0500000000000007,2,2
306,547.0,1,114,1,1,5.48,5.48,1,0.0,2,2,5.48,0.0,0.0,1,2
307,548.0,2,24,2,2,20.31,10.155,2,68.0,1,4,10.155,3.7688791437242983,-5.33,2,2
308,553.0,1,51,1,1,47.0,47.0,1,0.0,2,5,47.0,0.0,0.0,2,2
309,554.0,1,51,1,1,26.47,26.47,1,0.0,2,9,26.47,0.0,0.0,3,2
310,556.0,2,114,2,2,38.78,19.39,2,1.0,1,9,38.78,0.0,0.0,2,2
311,557.0,2,72,1,1,30.24,30.24,1,0.0,2,11,30.24,0.0,0.0,3,2
312,558.0,2,79,2,2,8.61,4.305,2,21.0,2,14,4.305,0.4737615433949863,-0.6699999999999995,2,2
313,559.0,1,1,1,1,16.95,16.95,1,0.0,3,11,16.95,0.0,0.0,2,2
314,562.0,1,71,1,1,14.19,14.19,1,0.0,3,3,14.19,0.0,0.0,2,2
315,563.0,1,114,1,1,5.47,5.47,1,0.0,2,10,5.47,0.0,0.0,2,2
316,565.0,1,30,1,1,9.36,9.36,1,0.0,2,6,9.36,0.0,0.0,2,2
317,568.0,1,78,1,1,14.0,14.0,1,0.0,3,0,14.0,0.0,0.0,2,2
318,569.0,3,51,3,3,135.82999999999998,45.27666666666666,3,32.0,2,1,67.91499999999999,49.51868788649392,70.03,2,2
319,570.0,1,93,1,1,11.99,11.99,1,0.0,2,20,11.99,0.0,0.0,2,2
320,575.0,2,43,2,2,56.96,28.48,2,64.0,2,6,28.48,33.24816085139147,47.02,2,2
321,579.0,1,71,1,1,13.56,13.56,1,0.0,3,4,13.56,0.0,0.0,2,2
322,582.0,2,72,2,2,34.93,17.465,2,1.0,1,0,34.93,0.0,0.0,1,2
323,585.0,1,100,1,1,29.99,29.99,1,0.0,2,23,29.99,0.0,0.0,2,2
324,586.0,1,122,1,1,24.95,24.95,1,0.0,1,15,24.95,0.0,0.0,2,2
325,589.0,2,42,1,1,16.47,16.47,1,0.0,4,8,16.47,0.0,0.0,2,2
326,590.0,1,37,1,1,9.5,9.5,1,0.0,2,16,9.5,0.0,0.0,2,2
327,592.0,1,7,1,1,18.99,18.99,1,0.0,4,13,18.99,0.0,0.0,2,2
328,595.0,1,44,1,1,46.0,46.0,1,0.0,2,19,46.0,0.0,0.0,3,2
329,601.0,1,107,1,1,19.48,19.48,1,0.0,2,23,19.48,0.0,0.0,2,2
330,603.0,1,45,1,1,6.48,6.48,1,0.0,1,20,6.48,0.0,0.0,2,2
331,607.0,1,107,1,1,6.35,6.35,1,0.0,2,2,6.35,0.0,0.0,2,2
332,611.0,1,99,1,1,12.51,12.51,1,0.0,3,0,12.51,0.0,0.0,2,2
333,612.0,1,107,1,1,20.36,20.36,1,0.0,2,19,20.36,0.0,0.0,3,2
334,613.0,3,30,2,2,33.66,16.83,2,57.0,1,7,16.83,14.34012552246318,-20.28,2,2
335,614.0,1,99,1,1,22.0,22.0,1,0.0,3,2,22.0,0.0,0.0,2,2
336,615.0,2,44,2,2,40.57,20.285,2,55.0,2,5,20.285,17.911014767455253,25.33,2,2
337,618.0,1,37,1,1,9.8,9.8,1,0.0,2,1,9.8,0.0,0.0,1,2
338,619.0,2,78,2,2,96.5,48.25,2,30.0,1,0,48.25,58.68986283848344,83.0,2,2
339,620.0,1,64,1,1,6.58,6.58,1,0.0,3,12,6.58,0.0,0.0,2,2
340,621.0,1,79,1,1,150.0,150.0,1,0.0,2,4,150.0,0.0,0.0,5,2
341,622.0,1,52,1,1,5.98,5.98,1,0.0,1,17,5.98,0.0,0.0,2,2
342,624.0,2,1,2,2,38.69,19.345,2,86.0,1,10,19.345,1.902117241391815,2.6900000000000013,2,2
343,629.0,2,8,2,2,33.25,16.625,2,44.0,1,13,16.625,13.696658351583425,19.37,2,2
344,630.0,2,51,2,2,18.14,9.07,2,20.0,2,11,9.07,4.850752518939716,6.86,2,2
345,638.0,1,80,1,1,5.88,5.88,1,0.0,1,21,5.88,0.0,0.0,1,2
346,646.0,2,51,1,1,80.27,80.27,1,0.0,2,9,80.27,0.0,0.0,4,2
347,647.0,1,42,1,1,14.99,14.99,1,0.0,4,6,14.99,0.0,0.0,2,2
348,648.0,3,22,3,3,63.24,21.08,3,36.0,1,19,21.08,3.880618507403171,3.88,2,2
349,649.0,1,93,1,1,6.9,6.9,1,0.0,2,2,6.9,0.0,0.0,2,2
350,654.0,1,10,1,1,3.47,3.47,1,0.0,1,18,3.47,0.0,0.0,2,2
351,655.0,2,86,1,1,6.55,6.55,1,0.0,2,5,6.55,0.0,0.0,2,2
352,661.0,2,64,2,2,21.77,10.885,2,58.0,1,2,10.885,7.219560235914649,10.21,2,2
353,662.0,1,108,1,1,8.88,8.88,1,0.0,1,14,8.88,0.0,0.0,2,2
354,663.0,1,79,1,1,18.44,18.44,1,0.0,2,4,18.44,0.0,0.0,2,2
355,666.0,1,52,1,1,1.54,1.54,1,0.0,1,14,1.54,0.0,0.0,1,2
356,669.0,3,42,2,2,20.37,10.185,2,79.0,2,6,10.185,7.290270914033305,-10.31,1,2
357,671.0,1,114,1,1,8.99,8.99,1,0.0,2,4,8.99,0.0,0.0,2,2
358,672.0,2,15,2,2,52.7,26.35,2,106.0,2,11,26.35,7.58018469431979,10.720000000000002,2,2
359,675.0,1,2,1,1,79.99,79.99,1,0.0,2,2,79.99,0.0,0.0,4,2
360,678.0,1,100,1,1,10.35,10.35,1,0.0,2,19,10.35,0.0,0.0,2,2
361,679.0,3,2,3,3,148.89,49.63,3,60.0,1,7,74.44500000000001,91.9026683508156,-129.97000000000003,2,2
362,680.0,2,8,2,2,53.74,26.87,2,120.0,2,3,26.87,29.599489860468875,41.86,2,2
363,683.0,2,43,1,1,6.37,6.37,1,0.0,3,7,6.37,0.0,0.0,1,2
364,684.0,1,30,1,1,9.99,9.99,1,0.0,2,10,9.99,0.0,0.0,2,2
365,686.0,1,51,1,1,9.99,9.99,1,0.0,2,14,9.99,0.0,0.0,2,2
366,687.0,1,128,1,1,33.0,33.0,1,0.0,2,0,33.0,0.0,0.0,2,2
367,689.0,2,38,2,2,71.48,35.74,2,84.0,1,20,35.74,33.6299985132322,-47.56,2,2
368,691.0,2,43,1,1,18.49,18.49,1,0.0,3,2,18.49,0.0,0.0,2,2
369,692.0,1,87,1,1,12.81,12.81,1,0.0,1,23,12.81,0.0,0.0,2,2
370,695.0,1,66,1,1,11.97,11.97,1,0.0,1,18,11.97,0.0,0.0,2,2
371,696.0,3,9,3,3,60.78,20.26,3,35.0,2,11,20.26,20.459357272407168,-16.915,2,2
372,698.0,2,73,1,1,5.38,5.38,1,0.0,1,21,5.38,0.0,0.0,2,2
373,700.0,1,22,1,1,25.89,25.89,1,0.0,3,18,25.89,0.0,0.0,2,2
374,701.0,1,114,1,1,57.95,57.95,1,0.0,2,7,57.95,0.0,0.0,3,2
375,702.0,1,58,1,1,7.99,7.99,1,0.0,2,4,7.99,0.0,0.0,2,2
376,703.0,2,51,1,1,11.22,11.22,1,0.0,2,11,11.22,0.0,0.0,2,2
377,704.0,2,43,2,2,43.98,21.99,2,8.0,2,5,43.98,0.0,0.0,2,2
378,705.0,1,93,1,1,39.98,39.98,1,0.0,2,15,39.98,0.0,0.0,2,2
379,708.0,1,93,1,1,9.1,9.1,1,0.0,2,11,9.1,0.0,0.0,1,2
380,709.0,1,121,1,1,48.09,48.09,1,0.0,2,19,48.09,0.0,0.0,2,2
381,714.0,1,114,1,1,54.39,54.39,1,0.0,2,7,54.39,0.0,0.0,2,2
382,715.0,2,65,2,2,32.57,16.285,2,56.0,2,4,16.285,7.488260812765538,-10.589999999999998,2,2
383,717.0,1,122,1,1,10.75,10.75,1,0.0,1,22,10.75,0.0,0.0,2,2
384,719.0,1,107,1,1,26.51,26.51,1,0.0,2,0,26.51,0.0,0.0,3,2
385,720.0,1,128,1,1,9.36,9.36,1,0.0,2,6,9.36,0.0,0.0,2,2
386,721.0,2,99,2,2,32.94,16.47,2,22.0,2,7,32.94,0.0,0.0,2,2
387,724.0,2,121,1,1,44.97,44.97,1,0.0,2,10,44.97,0.0,0.0,2,2
388,728.0,1,108,1,1,17.99,17.99,1,0.0,1,16,17.99,0.0,0.0,2,2
389,729.0,1,2,1,1,14.99,14.99,1,0.0,2,6,14.99,0.0,0.0,2,2
390,730.0,1,107,1,1,5.23,5.23,1,0.0,2,0,5.23,0.0,0.0,2,2
391,731.0,2,107,2,2,21.83,10.915,1,8.0,1,16,21.83,0.0,0.0,2,2
392,732.0,3,64,2,2,26.21,13.105,2,50.0,2,9,13.105,1.0677312395916874,-1.5099999999999998,2,2
393,735.0,4,2,4,4,88.15,22.0375,4,26.0,2,8,29.383333333333336,14.787874537381406,12.355,2,2
394,736.0,1,37,1,1,31.27,31.27,1,0.0,2,3,31.27,0.0,0.0,3,2
395,738.0,1,99,1,1,17.23,17.23,1,0.0,3,3,17.23,0.0,0.0,2,2
396,739.0,2,72,2,2,10.26,5.13,2,35.0,2,3,5.13,3.0547012947258847,4.32,2,2
397,742.0,1,107,1,1,32.0,32.0,1,0.0,2,20,32.0,0.0,0.0,2,2
398,743.0,1,92,1,1,4.97,4.97,1,0.0,3,13,4.97,0.0,0.0,1,2
399,746.0,1,128,1,1,47.44,47.44,1,0.0,2,2,47.44,0.0,0.0,2,2
400,748.0,2,73,2,2,11.97,5.984999999999999,2,48.0,1,16,5.984999999999999,1.3930003589374989,1.97,1,2
401,750.0,2,51,2,2,91.11,45.555,2,63.0,2,5,45.555,36.154369722068175,51.13000000000001,2,2
402,753.0,1,86,1,1,41.78,41.78,1,0.0,2,23,41.78,0.0,0.0,2,2
403,754.0,2,7,2,2,26.54,13.27,2,107.0,2,0,13.27,1.79605122421383,-2.539999999999999,2,2
404,755.0,1,7,1,1,17.67,17.67,1,0.0,4,0,17.67,0.0,0.0,2,2
405,758.0,2,17,2,2,22.26,11.13,2,98.0,1,19,11.13,2.630437226013957,-3.7200000000000006,1,2
406,762.0,1,121,1,1,12.17,12.17,1,0.0,2,9,12.17,0.0,0.0,2,2
407,763.0,1,38,1,1,18.7,18.7,1,0.0,1,21,18.7,0.0,0.0,2,2
408,765.0,1,107,1,1,15.99,15.99,1,0.0,2,21,15.99,0.0,0.0,2,2
409,768.0,2,86,2,2,41.49,20.745,2,28.0,2,7,20.745,13.088546519762994,-18.51,2,2
410,769.0,1,64,1,1,15.01,15.01,1,0.0,3,11,15.01,0.0,0.0,2,2
411,770.0,2,93,2,2,17.66,8.83,2,1.0,1,19,17.66,0.0,0.0,2,2
412,771.0,2,121,1,1,73.99,73.99,1,0.0,2,12,73.99,0.0,0.0,3,2
413,773.0,1,17,1,1,45.82,45.82,1,0.0,1,18,45.82,0.0,0.0,3,2
414,774.0,3,30,3,3,66.3,22.1,3,46.0,2,7,22.1,16.834687404285237,2.52,2,2
415,775.0,2,86,1,1,6.28,6.28,1,0.0,2,5,6.28,0.0,0.0,2,2
416,779.0,1,65,1,1,10.73,10.73,1,0.0,2,3,10.73,0.0,0.0,2,2
417,780.0,1,128,1,1,34.21,34.21,1,0.0,2,3,34.21,0.0,0.0,2,2
418,781.0,1,99,1,1,27.85,27.85,1,0.0,3,17,27.85,0.0,0.0,2,2
419,783.0,1,8,1,1,11.25,11.25,1,0.0,3,6,11.25,0.0,0.0,2,2
420,784.0,2,121,1,1,12.65,12.65,1,0.0,2,16,12.65,0.0,0.0,2,2
421,787.0,1,100,1,1,4.99,4.99,1,0.0,2,23,4.99,0.0,0.0,2,2
422,789.0,1,78,1,1,9.27,9.27,1,0.0,3,10,9.27,0.0,0.0,1,2
423,794.0,3,7,3,3,132.69,44.23,2,46.0,4,5,66.345,51.51272900944,72.85000000000001,2,2
424,796.0,1,43,1,1,18.8,18.8,1,0.0,3,6,18.8,0.0,0.0,2,2
425,798.0,2,114,2,2,50.42,25.21,2,0.0,2,7,50.42,0.0,0.0,2,2
426,799.0,2,99,2,2,21.17,10.585,2,1.0,2,0,21.17,0.0,0.0,2,2
427,800.0,1,31,1,1,16.04,16.04,1,0.0,1,20,16.04,0.0,0.0,2,2
428,802.0,1,114,1,1,6.29,6.29,1,0.0,2,11,6.29,0.0,0.0,2,2
429,803.0,1,72,1,1,3.0,3.0,1,0.0,2,15,3.0,0.0,0.0,2,2
430,804.0,1,8,1,1,35.49,35.49,1,0.0,3,15,35.49,0.0,0.0,2,2
431,805.0,1,86,1,1,12.81,12.81,1,0.0,2,11,12.81,0.0,0.0,2,2
432,806.0,2,108,2,2,10.62,5.3100000000000005,2,13.0,1,0,10.62,0.0,0.0,1,2
